,System,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,category,subcategory
GO:0007599,Reproductive,GO:0007599,hemostasis,5/26,231/18870,1.4038519408002445e-05,0.0006212044838041082,0.0004313150370748119,APOH/F11/HGFAC/KLKB1/VTN,5,,
GO:0061041,Reproductive,GO:0061041,regulation of wound healing,4/26,133/18870,3.12627533420211e-05,0.0012351498607081326,0.0008575899270750787,APOH/F11/KLKB1/VTN,4,,
GO:0006639,Reproductive,GO:0006639,acylglycerol metabolic process,4/26,134/18870,3.219460476653424e-05,0.0012351498607081326,0.0008575899270750787,APOA2/APOC2/APOH/TNXB,4,,
GO:0006638,Reproductive,GO:0006638,neutral lipid metabolic process,4/26,135/18870,3.3146677052901866e-05,0.0012351498607081326,0.0008575899270750787,APOA2/APOC2/APOH/TNXB,4,,
GO:0030100,Reproductive,GO:0030100,regulation of endocytosis,5/26,291/18870,4.249658680837698e-05,0.0015043791730165452,0.0010445213705006342,APOA2/APOC2/HNRNPK/SOD1/VTN,5,,
GO:0045807,Reproductive,GO:0045807,positive regulation of endocytosis,4/26,155/18870,5.686584856281362e-05,0.0018694865405739383,0.001298022917704474,APOA2/HNRNPK/SOD1/VTN,4,,
GO:0034381,Reproductive,GO:0034381,plasma lipoprotein particle clearance,3/26,55/18870,5.8091389678851195e-05,0.0018694865405739383,0.001298022917704474,APOA2/APOC2/HNRNPK,3,,
GO:1903034,Reproductive,GO:1903034,regulation of response to wounding,4/26,173/18870,8.713298944323412e-05,0.002682180718513468,0.0018622931839812507,APOH/F11/KLKB1/VTN,4,,
GO:0034370,Reproductive,GO:0034370,triglyceride-rich lipoprotein particle remodeling,2/26,12/18870,0.00011946845431575628,0.0033765317129532675,0.0023443953463413263,APOA2/APOC2,2,,
GO:0034372,Reproductive,GO:0034372,very-low-density lipoprotein particle remodeling,2/26,12/18870,0.00011946845431575628,0.0033765317129532675,0.0023443953463413263,APOA2/APOC2,2,,
GO:0050878,Reproductive,GO:0050878,regulation of body fluid levels,5/26,365/18870,0.00012399692731184317,0.0033765317129532675,0.0023443953463413263,APOH/F11/HGFAC/KLKB1/VTN,5,,
GO:0051918,Reproductive,GO:0051918,negative regulation of fibrinolysis,2/26,13/18870,0.00014107034246342622,0.003699177869040954,0.0025684152019656934,APOH/VTN,2,,
GO:0033700,Reproductive,GO:0033700,phospholipid efflux,2/26,14/18870,0.00016444260330955704,0.0040270579576215425,0.002796069084462177,APOA2/APOC2,2,,
GO:0060191,Reproductive,GO:0060191,regulation of lipase activity,3/26,78/18870,0.00016495011408336827,0.0040270579576215425,0.002796069084462177,APOA2/APOC2/APOH,3,,
GO:0051004,Reproductive,GO:0051004,regulation of lipoprotein lipase activity,2/26,16/18870,0.0002164800789189726,0.005108929862487754,0.003547234977374042,APOC2/APOH,2,,
GO:0042060,Reproductive,GO:0042060,wound healing,5/26,423/18870,0.0002464658418908568,0.00562896180834602,0.003908303842547711,APOH/F11/HGFAC/KLKB1/VTN,5,,
GO:0097006,Reproductive,GO:0097006,regulation of plasma lipoprotein particle levels,3/26,91/18870,0.0002602983724168061,0.005759101489721835,0.003998662497323962,APOA2/APOC2/HNRNPK,3,,
GO:0034384,Reproductive,GO:0034384,high-density lipoprotein particle clearance,2/26,18/18870,0.0002755446360600229,0.005911684919105946,0.004104604307496992,APOA2/APOC2,2,,
GO:0072376,Reproductive,GO:0072376,protein activation cascade,2/26,19/18870,0.00030770077997978426,0.006407416241931979,0.004448800750791308,APOH/KLKB1,2,,
GO:0016485,Reproductive,GO:0016485,protein processing,4/26,245/18870,0.0003310797895690885,0.006697271171854704,0.00465005298432374,APOH/F11/HGFAC/KLKB1,4,,
GO:0043691,Reproductive,GO:0043691,reverse cholesterol transport,2/26,20/18870,0.0003416001625942327,0.00671813653101991,0.004664540231915399,APOA2/APOC2,2,,
GO:0032102,Reproductive,GO:0032102,negative regulation of response to external stimulus,5/26,481/18870,0.0004451123633145757,0.008517285222343773,0.005913726135644576,APOH/F11/KLKB1/SOD1/VTN,5,,
GO:0045833,Reproductive,GO:0045833,negative regulation of lipid metabolic process,3/26,112/18870,0.00047907661900425345,0.00892595384881609,0.0061974731599719205,APOA2/APOC2/SOD1,3,,
GO:0046716,Reproductive,GO:0046716,muscle cell cellular homeostasis,2/26,24/18870,0.0004945403375324532,0.008977809204435304,0.006233477398857101,ALDOA/SOD1,2,,
GO:0048259,Reproductive,GO:0048259,regulation of receptor-mediated endocytosis,3/26,115/18870,0.0005175630433382431,0.009160865867086903,0.00636057740102525,APOC2/HNRNPK/VTN,3,,
GO:0050996,Reproductive,GO:0050996,positive regulation of lipid catabolic process,2/26,27/18870,0.0006273301249070336,0.010832920205711702,0.007521519084251211,APOA2/APOC2,2,,
GO:0030194,Reproductive,GO:0030194,positive regulation of blood coagulation,2/26,28/18870,0.0006750143498298525,0.0111141897599892,0.007716810315068326,APOH/VTN,2,,
GO:1900048,Reproductive,GO:1900048,positive regulation of hemostasis,2/26,28/18870,0.0006750143498298525,0.0111141897599892,0.007716810315068326,APOH/VTN,2,,
GO:0050820,Reproductive,GO:0050820,positive regulation of coagulation,2/26,30/18870,0.000775487665424589,0.012478301525468385,0.008663941142423038,APOH/VTN,2,,
GO:0032372,Reproductive,GO:0032372,negative regulation of sterol transport,2/26,31/18870,0.0008282679253226745,0.012748123720183774,0.008851284236285789,APOA2/APOC2,2,,
GO:0032375,Reproductive,GO:0032375,negative regulation of cholesterol transport,2/26,31/18870,0.0008282679253226745,0.012748123720183774,0.008851284236285789,APOA2/APOC2,2,,
GO:0008203,Reproductive,GO:0008203,cholesterol metabolic process,3/26,140/18870,0.0009170589954842362,0.013566054947548777,0.00941919069358501,APOA2/APOL1/SOD1,3,,
GO:0034368,Reproductive,GO:0034368,protein-lipid complex remodeling,2/26,33/18870,0.000938893633375551,0.013566054947548777,0.00941919069358501,APOA2/APOC2,2,,
GO:0034369,Reproductive,GO:0034369,plasma lipoprotein particle remodeling,2/26,33/18870,0.000938893633375551,0.013566054947548777,0.00941919069358501,APOA2/APOC2,2,,
GO:0034367,Reproductive,GO:0034367,protein-containing complex remodeling,2/26,35/18870,0.0010562436658138497,0.014956410307924111,0.01038454298810669,APOA2/APOC2,2,,
GO:0010984,Reproductive,GO:0010984,regulation of lipoprotein particle clearance,2/26,36/18870,0.0011174293615364528,0.015239941416204713,0.010581404462336606,APOC2/HNRNPK,2,,
GO:1902652,Reproductive,GO:1902652,secondary alcohol metabolic process,3/26,150/18870,0.0011193177311336795,0.015239941416204713,0.010581404462336606,APOA2/APOL1/SOD1,3,,
GO:0016125,Reproductive,GO:0016125,sterol metabolic process,3/26,154/18870,0.0012074958251013799,0.016023974749401128,0.011125774915210116,APOA2/APOL1/SOD1,3,,
GO:0046461,Reproductive,GO:0046461,neutral lipid catabolic process,2/26,38/18870,0.0012448002983291835,0.016023974749401128,0.011125774915210116,APOA2/APOC2,2,,
GO:0046464,Reproductive,GO:0046464,acylglycerol catabolic process,2/26,38/18870,0.0012448002983291835,0.016023974749401128,0.011125774915210116,APOA2/APOC2,2,,
GO:0046486,Reproductive,GO:0046486,glycerolipid metabolic process,4/26,390/18870,0.001873611458207699,0.023687802007340195,0.016446927650056304,APOA2/APOC2/APOH/TNXB,4,,
GO:0032369,Reproductive,GO:0032369,negative regulation of lipid transport,2/26,48/18870,0.001980519406626519,0.024600135787571496,0.017080379739512173,APOA2/APOC2,2,,
GO:0071827,Reproductive,GO:0071827,plasma lipoprotein particle organization,2/26,50/18870,0.002147195163140422,0.026210589232817567,0.01819855065674368,APOA2/APOC2,2,,
GO:0048260,Reproductive,GO:0048260,positive regulation of receptor-mediated endocytosis,2/26,53/18870,0.0024092561723174847,0.028429222833346323,0.019738993552145003,HNRNPK/VTN,2,,
GO:0071825,Reproductive,GO:0071825,protein-lipid complex organization,2/26,53/18870,0.0024092561723174847,0.028429222833346323,0.019738993552145003,APOA2/APOC2,2,,
GO:0009395,Reproductive,GO:0009395,phospholipid catabolic process,2/26,54/18870,0.002499805525836601,0.02901413626708711,0.02014511096748391,APOA2/APOC2,2,,
GO:0051289,Reproductive,GO:0051289,protein homotetramerization,2/26,59/18870,0.0029763302120722427,0.033987770808824966,0.023598407623730683,ALDOA/VASP,2,,
GO:0060193,Reproductive,GO:0060193,positive regulation of lipase activity,2/26,60/18870,0.0030763613593915136,0.03457244194363796,0.024004356805945475,APOC2/APOH,2,,
GO:0050994,Reproductive,GO:0050994,regulation of lipid catabolic process,2/26,61/18870,0.0031779581551928723,0.03509987001188729,0.024370560950864352,APOA2/APOC2,2,,
GO:0006869,Reproductive,GO:0006869,lipid transport,4/26,453/18870,0.0032224456931817425,0.03509987001188729,0.024370560950864352,APOA2/APOC2/APOH/APOL1,4,,
GO:0090303,Reproductive,GO:0090303,positive regulation of wound healing,2/26,62/18870,0.0032811164343472107,0.03519743084117917,0.0244382994392368,APOH/VTN,2,,
GO:0044242,Reproductive,GO:0044242,cellular lipid catabolic process,3/26,223/18870,0.0034639712118732565,0.036358932076490935,0.02524475361243126,APOA2/APOC2/FUCA1,3,,
GO:0031100,Reproductive,GO:0031100,animal organ regeneration,2/26,64/18870,0.003492100820905909,0.036358932076490935,0.02524475361243126,APOA2/VTN,2,,
GO:0046503,Reproductive,GO:0046503,glycerolipid catabolic process,2/26,65/18870,0.0035999186367230763,0.03693829557681069,0.025647017594960738,APOA2/APOC2,2,,
GO:1905953,Reproductive,GO:1905953,negative regulation of lipid localization,2/26,66/18870,0.003709281352694606,0.037516731395825446,0.026048637469298964,APOA2/APOC2,2,,
GO:0019318,Reproductive,GO:0019318,hexose metabolic process,3/26,233/18870,0.00391765614642245,0.03906620495305767,0.02712446879732074,ALDOA/FUCA1/MDH1,3,,
GO:0050766,Reproductive,GO:0050766,positive regulation of phagocytosis,2/26,72/18870,0.004397670003191685,0.0432437550313849,0.030025027653370128,APOA2/SOD1,2,,
GO:0033344,Reproductive,GO:0033344,cholesterol efflux,2/26,73/18870,0.004517731906799926,0.043815810822114346,0.030422217742978593,APOA2/APOC2,2,,
GO:1903036,Reproductive,GO:1903036,positive regulation of response to wounding,2/26,77/18870,0.005013059928790019,0.047962789588963974,0.03330155030931634,APOH/VTN,2,,
GO:0006898,Reproductive,GO:0006898,receptor-mediated endocytosis,3/26,258/18870,0.00520574676511677,0.04901789861646929,0.034034134186576206,APOC2/HNRNPK/VTN,3,,
GO:0005996,Reproductive,GO:0005996,monosaccharide metabolic process,3/26,261/18870,0.005375497242922944,0.04901789861646929,0.034034134186576206,ALDOA/FUCA1/MDH1,3,,
GO:0032371,Reproductive,GO:0032371,regulation of sterol transport,2/26,80/18870,0.005400276966221193,0.04901789861646929,0.034034134186576206,APOA2/APOC2,2,,
GO:0032374,Reproductive,GO:0032374,regulation of cholesterol transport,2/26,80/18870,0.005400276966221193,0.04901789861646929,0.034034134186576206,APOA2/APOC2,2,,
R-HSA-381426,Respirato,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),3/16,125/11009,0.0007182991699209578,0.03150888814557107,0.018952714674027715,ANO8/CHGB/IGFBP6,3,,
R-HSA-5083635,Respirato,R-HSA-5083635,Defective B3GALTL causes PpS,2/16,37/11009,0.0012803924727314224,0.03150888814557107,0.018952714674027715,ADAMTS13/CFP,2,,
R-HSA-5173214,Respirato,R-HSA-5173214,O-glycosylation of TSR domain-containing proteins,2/16,38/11009,0.0013503809205244746,0.03150888814557107,0.018952714674027715,ADAMTS13/CFP,2,,
GO:0006959,Respirato,GO:0006959,humoral immune response,5/21,258/18870,7.818993256758116e-06,0.0053951053471631,0.003744886244026256,ANG/CFP/HPX/KRT1/LTF,5,,
R-HSA-6798695,Urinary,R-HSA-6798695,Neutrophil degranulation,10/31,480/11009,4.388030710236848e-07,7.942335585528694e-05,5.958483806532141e-05,CAT/CFD/FCGR2A/NME2/PRDX6/PRSS3/QSOX1/S100A7/SERPINB1/VNN1,10,,
R-HSA-114608,Urinary,R-HSA-114608,Platelet degranulation,5/31,129/11009,2.719506056508872e-05,0.0019706892794062857,0.001478446740583954,APP/CFD/F5/PFN1/QSOX1,5,,
R-HSA-76005,Urinary,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,5/31,134/11009,3.266335822220363e-05,0.0019706892794062857,0.001478446740583954,APP/CFD/F5/PFN1/QSOX1,5,,
R-HSA-1474244,Urinary,R-HSA-1474244,Extracellular matrix organization,6/31,300/11009,0.00016135239680959925,0.007301195955634366,0.005477489260115343,APP/COL18A1/CTSL/FBLN5/NID1/PCOLCE,6,,
R-HSA-2160916,Urinary,R-HSA-2160916,Hyaluronan uptake and degradation,2/31,12/11009,0.0004976693777859187,0.01801563147585026,0.01351565257565969,HEXA/LYVE1,2,,
R-HSA-2022090,Urinary,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,3/31,61/11009,0.0006514890320289492,0.019653252466206632,0.014744225461707797,COL18A1/CTSL/PCOLCE,3,,
R-HSA-76002,Urinary,R-HSA-76002,"Platelet activation, signaling and aggregation",5/31,263/11009,0.0007650385191826023,0.019756251242086055,0.014821497006275669,APP/CFD/F5/PFN1/QSOX1,5,,
R-HSA-2142845,Urinary,R-HSA-2142845,Hyaluronan metabolism,2/31,17/11009,0.0010165422562646,0.019756251242086055,0.014821497006275669,HEXA/LYVE1,2,,
R-HSA-9658195,Urinary,R-HSA-9658195,Leishmania infection,4/31,164/11009,0.0010915055934854173,0.019756251242086055,0.014821497006275669,ACTR3/APP/CD163/FCGR2A,4,,
R-HSA-9824443,Urinary,R-HSA-9824443,Parasitic Infection Pathways,4/31,164/11009,0.0010915055934854173,0.019756251242086055,0.014821497006275669,ACTR3/APP/CD163/FCGR2A,4,,
R-HSA-416572,Urinary,R-HSA-416572,Sema4D induced cell migration and growth-cone collapse,2/31,21/11009,0.0015586893694912848,0.025647525079811138,0.01924123719276323,MYL6/PLXNB1,2,,
R-HSA-1474290,Urinary,R-HSA-1474290,Collagen formation,3/31,90/11009,0.0020124999485472347,0.030355207557254127,0.022773025733560815,COL18A1/CTSL/PCOLCE,3,,
R-HSA-400685,Urinary,R-HSA-400685,Sema4D in semaphorin signaling,2/31,25/11009,0.0022111447370334316,0.030785938261773164,0.02309616769856783,MYL6/PLXNB1,2,,
R-HSA-5223345,Urinary,R-HSA-5223345,Miscellaneous transport and binding events,2/31,26/11009,0.0023912142108520047,0.030914983726015203,0.02319297993984275,AZGP1/CSN1S1,2,,
R-HSA-3000157,Urinary,R-HSA-3000157,Laminin interactions,2/31,30/11009,0.003178208507888358,0.038233758194028016,0.028683656917880863,COL18A1/NID1,2,,
R-HSA-8957275,Urinary,R-HSA-8957275,Post-translational protein phosphorylation,3/31,108/11009,0.0033797797298588303,0.038233758194028016,0.028683656917880863,APP/F5/QSOX1,3,,
GO:0006979,Urinary,GO:0006979,response to oxidative stress,6/35,400/18870,8.426919694348229e-05,0.04651823595571785,0.03776277420199664,APP/CAT/FBLN5/PRDX6/S100A7/VNN1,6,,
GO:0002687,Urinary,GO:0002687,positive regulation of leukocyte migration,4/35,149/18870,0.00016158639041001586,0.04651823595571785,0.03776277420199664,APP/CALR/LYVE1/S100A7,4,,
GO:0030198,Urinary,GO:0030198,extracellular matrix organization,5/35,321/18870,0.0002948066923681751,0.04651823595571785,0.03776277420199664,APP/COL18A1/FBLN5/NID1/QSOX1,5,,
GO:0043062,Urinary,GO:0043062,extracellular structure organization,5/35,322/18870,0.000299059167801418,0.04651823595571785,0.03776277420199664,APP/COL18A1/FBLN5/NID1/QSOX1,5,,
GO:0045229,Urinary,GO:0045229,external encapsulating structure organization,5/35,323/18870,0.000303358168914871,0.04651823595571785,0.03776277420199664,APP/COL18A1/FBLN5/NID1/QSOX1,5,,
GO:1901136,Urinary,GO:1901136,carbohydrate derivative catabolic process,4/35,178/18870,0.0003189312152967473,0.04651823595571785,0.03776277420199664,CTSL/HEXA/LYVE1/VNN1,4,,
GO:0071677,Urinary,GO:0071677,positive regulation of mononuclear cell migration,3/35,73/18870,0.0003326125144944075,0.04651823595571785,0.03776277420199664,APP/CALR/S100A7,3,,
GO:0030214,Urinary,GO:0030214,hyaluronan catabolic process,2/35,16/18870,0.00039456522094878204,0.0482849189136072,0.03919693971267506,HEXA/LYVE1,2,,
GO:0008344,Urinary,GO:0008344,adult locomotory behavior,3/35,81/18870,0.00045166751242486057,0.049131388295993166,0.0398840902784526,APP/HEXA/INPP5F,3,,
hsa04145,Circulation,hsa04145,Phagosome,4/24,157/8843,0.0007702036493050822,0.03928038611455919,0.036077960414817006,ACTB/C3/HLA-B/MARCO,4,Cellular Processes,Transport and catabolism
hsa04514,Circulation,hsa04514,Cell adhesion molecules,4/24,157/8843,0.0007702036493050822,0.03928038611455919,0.036077960414817006,HLA-B/ICAM2/ICAM3/SELL,4,Environmental Information Processing,Signaling molecules and interaction
R-HSA-198933,Circulation,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,6/26,133/11009,5.24148023152518e-07,6.84433920930882e-05,5.638357243366535e-05,B2M/C3/HLA-B/ICAM2/ICAM3/SELL,6,,
R-HSA-6798695,Circulation,R-HSA-6798695,Neutrophil degranulation,9/26,480/11009,8.502284732060646e-07,6.84433920930882e-05,5.638357243366535e-05,ADA2/B2M/C3/CST3/DSG1/DSP/HLA-B/MANBA/SELL,9,,
R-HSA-8957275,Circulation,R-HSA-8957275,Post-translational protein phosphorylation,4/26,108/11009,0.00011088401719680186,0.0059507755895617,0.004902240760279662,C3/CST3/IGFBP5/TNC,4,,
R-HSA-381426,Circulation,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),4/26,125/11009,0.00019513579672418062,0.007812879908757118,0.006436239741767879,C3/CST3/IGFBP5/TNC,4,,
R-HSA-1236977,Circulation,R-HSA-1236977,Endosomal/Vacuolar pathway,2/26,11/11009,0.0002911632264133088,0.007812879908757118,0.006436239741767879,B2M/HLA-B,2,,
R-HSA-351906,Circulation,R-HSA-351906,Apoptotic cleavage of cell adhesion  proteins,2/26,11/11009,0.0002911632264133088,0.007812879908757118,0.006436239741767879,DSG1/DSP,2,,
R-HSA-216083,Circulation,R-HSA-216083,Integrin cell surface interactions,3/26,85/11009,0.0010158768152474463,0.022050640442250146,0.018165287320846806,ICAM2/ICAM3/TNC,3,,
R-HSA-5621575,Circulation,R-HSA-5621575,CD209 (DC-SIGN) signaling,2/26,21/11009,0.001095683997130442,0.022050640442250146,0.018165287320846806,ICAM2/ICAM3,2,,
R-HSA-983170,Circulation,R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",2/26,29/11009,0.00209387655459104,0.037457125032128606,0.03085712817292059,B2M/HLA-B,2,,
HALLMARK_COAGULATION,Endocrine,HALLMARK_COAGULATION,HALLMARK_COAGULATION,21/62,138/4383,3.859973073833566e-17,1.5053894987950908e-15,1.4627266385053514e-15,APOC1/APOC3/C1R/C1S/C8A/C8B/C8G/CLU/CPB2/F13B/FN1/GSN/HRG/ITIH1/LAMP2/MST1/PLG/PROS1/SERPINC1/SERPING1/VWF,21,,
HALLMARK_COMPLEMENT,Endocrine,HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,16/62,200/4383,8.311127753835775e-09,1.6206699119979761e-07,1.5747399954636205e-07,APOA4/APOC1/C1QC/C1R/C1S/CDH13/CLU/F7/FCN1/FN1/ITIH1/LAMP2/PLA2G7/PLG/SERPINC1/SERPING1,16,,
HALLMARK_XENOBIOTIC_METABOLISM,Endocrine,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,11/62,200/4383,8.88735630890165e-05,0.0011553563201572145,0.0011226134284928401,BLVRB/FBP1/FETUB/HRG/ITIH1/ITIH4/LCAT/PLG/PROS1/RBP4/SERPINA6,11,,
hsa04610,Endocrine,hsa04610,Complement and coagulation cascades,20/65,88/8843,1.816833973600832e-25,2.0348540504329317e-23,1.8359585417439985e-23,C1QC/C1R/C1S/C8A/C8B/C8G/CLU/CPB2/F13A1/F13B/F7/KNG1/MASP1/PLG/PROS1/SERPINA5/SERPINC1/SERPINF2/SERPING1/VWF,20,Organismal Systems,Immune system
hsa05150,Endocrine,hsa05150,Staphylococcus aureus infection,8/65,100/8843,5.981457938100092e-07,3.3496164453360515e-05,3.0222103266189937e-05,C1QC/C1R/C1S/CAMP/FCGR3B/KRT18/MASP1/PLG,8,Human Diseases,Infectious disease: bacterial
hsa05171,Endocrine,hsa05171,Coronavirus disease - COVID-19,11/65,238/8843,1.0578573991012154e-06,3.949334289977871e-05,3.56330913381462e-05,C1QC/C1R/C1S/C8A/C8B/C8G/F13A1/F13B/IL6ST/MASP1/VWF,11,Human Diseases,Infectious disease: viral
hsa04979,Endocrine,hsa04979,Cholesterol metabolism,5/65,51/8843,3.321837410678581e-05,0.0009301144749900027,0.0008392010300661678,APOA4/APOC1/APOC3/LCAT/LPA,5,Organismal Systems,Digestive system
hsa05322,Endocrine,hsa05322,Systemic lupus erythematosus,7/65,139/8843,6.633227604357534e-05,0.0014858429833760876,0.001340610210564891,C1QC/C1R/C1S/C8A/C8B/C8G/FCGR3B,7,Human Diseases,Immune disease
hsa04145,Endocrine,hsa04145,Phagosome,6/65,157/8843,0.0009908578883885447,0.01849601391658617,0.01668813285707023,C1R/COLEC11/FCGR3B/HLA-A/LAMP2/TFRC,6,Cellular Processes,Transport and catabolism
hsa05143,Endocrine,hsa05143,African trypanosomiasis,3/65,37/8843,0.0024641772148674673,0.035328645162441503,0.03187546931949609,HBA1/HBB/KNG1,3,Human Diseases,Infectious disease: parasitic
hsa05133,Endocrine,hsa05133,Pertussis,4/65,78/8843,0.0025234746544601076,0.035328645162441503,0.03187546931949609,C1QC/C1R/C1S/SERPING1,4,Human Diseases,Infectious disease: bacterial
R-HSA-114608,Endocrine,R-HSA-114608,Platelet degranulation,20/90,129/11009,1.3426870429470413e-20,3.8937924245464195e-18,3.2224489030728992e-18,A1BG/AHSG/CLEC3B/CLU/ECM1/F13A1/FN1/HRG/ITIH4/KNG1/LAMP2/PLG/PPIA/PROS1/SELENOP/SERPINA4/SERPINF2/SERPING1/SPP2/VWF,20,,
R-HSA-76005,Endocrine,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,20/90,134/11009,2.961295034567443e-20,4.2938778001227925e-18,3.553554041480932e-18,A1BG/AHSG/CLEC3B/CLU/ECM1/F13A1/FN1/HRG/ITIH4/KNG1/LAMP2/PLG/PPIA/PROS1/SELENOP/SERPINA4/SERPINF2/SERPING1/SPP2/VWF,20,,
R-HSA-166658,Endocrine,R-HSA-166658,Complement cascade,14/90,58/11009,1.577491251219059e-17,1.5249082095117571e-15,1.2619930009752473e-15,C1QC/C1R/C1S/C8A/C8B/C8G/CLU/COLEC11/CPB2/FCN1/FCN2/MASP1/PROS1/SERPING1,14,,
R-HSA-76002,Endocrine,R-HSA-76002,"Platelet activation, signaling and aggregation",20/90,263/11009,2.0388314804788382e-14,1.4781528233471578e-12,1.223298888287303e-12,A1BG/AHSG/CLEC3B/CLU/ECM1/F13A1/FN1/HRG/ITIH4/KNG1/LAMP2/PLG/PPIA/PROS1/SELENOP/SERPINA4/SERPINF2/SERPING1/SPP2/VWF,20,,
R-HSA-977606,Endocrine,R-HSA-977606,Regulation of Complement cascade,10/90,47/11009,3.228623874349989e-12,1.8726018471229935e-10,1.5497394596879947e-10,C1QC/C1R/C1S/C8A/C8B/C8G/CLU/CPB2/PROS1/SERPING1,10,,
R-HSA-166786,Endocrine,R-HSA-166786,Creation of C4 and C2 activators,7/90,14/11009,6.307237675045729e-12,3.048498209605436e-10,2.522895070018292e-10,C1QC/C1R/C1S/COLEC11/FCN1/FCN2/MASP1,7,,
R-HSA-140877,Endocrine,R-HSA-140877,Formation of Fibrin Clot (Clotting Cascade),9/90,39/11009,1.8789858501407438e-11,7.784369950583082e-10,6.44223720048255e-10,F13A1/F13B/F7/KNG1/PROS1/SERPINA5/SERPINC1/SERPING1/VWF,9,,
R-HSA-166663,Endocrine,R-HSA-166663,Initial triggering of complement,7/90,23/11009,4.244794806882844e-10,1.538738117495031e-08,1.2734384420648534e-08,C1QC/C1R/C1S/COLEC11/FCN1/FCN2/MASP1,7,,
R-HSA-381426,Endocrine,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),11/90,125/11009,5.054559504111415e-09,1.6286913957692338e-07,1.347882534429711e-07,AHSG/FN1/IGFALS/IGFBP3/ITIH2/KNG1/PLG/PRKCSH/SERPINA10/SERPINC1/SPP2,11,,
R-HSA-140837,Endocrine,R-HSA-140837,Intrinsic Pathway of Fibrin Clot Formation,6/90,23/11009,2.276680126825876e-08,6.60237236779504e-07,5.464032304382103e-07,KNG1/PROS1/SERPINA5/SERPINC1/SERPING1/VWF,6,,
R-HSA-8957275,Endocrine,R-HSA-8957275,Post-translational protein phosphorylation,9/90,108/11009,2.1911970096155346e-07,5.776792116259136e-06,4.780793475524804e-06,AHSG/FN1/IGFBP3/ITIH2/KNG1/PRKCSH/SERPINA10/SERPINC1/SPP2,9,,
R-HSA-140875,Endocrine,R-HSA-140875,Common Pathway of Fibrin Clot Formation,5/90,22/11009,7.703146031959096e-07,1.861593624390115e-05,1.5406292063918194e-05,F13A1/F13B/PROS1/SERPINA5/SERPINC1,5,,
R-HSA-8963898,Endocrine,R-HSA-8963898,Plasma lipoprotein assembly,4/90,19/11009,1.4738845196641806e-05,0.0003287896236173941,0.0002721017574764641,APOA4/APOC1/APOC3/APOC4,4,,
R-HSA-2173782,Endocrine,R-HSA-2173782,Binding and Uptake of Ligands by Scavenger Receptors,5/90,42/11009,2.1876874878250542e-05,0.0004531638367637613,0.00037503214077000933,AMBP/COLEC11/HBA1/HBB/MASP1,5,,
R-HSA-6798695,Endocrine,R-HSA-6798695,Neutrophil degranulation,14/90,480/11009,3.1887678449314755e-05,0.0005855892536071736,0.0004846255891921438,A1BG/AHSG/CAMP/CD44/CHI3L1/FCGR3B/FCN1/GSN/HBB/LAMP2/PPIA/PTPRJ/TTR/TXNDC5,14,,
R-HSA-174824,Endocrine,R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance",6/90,75/11009,3.230837261280958e-05,0.0005855892536071736,0.0004846255891921438,APOA4/APOC1/APOC3/APOC4/LCAT/LPA,6,,
R-HSA-1237044,Endocrine,R-HSA-1237044,Erythrocytes take up carbon dioxide and release oxygen,3/90,13/11009,0.00014241964920624092,0.0020650849134904933,0.0017090357904748913,CA1/HBA1/HBB,3,,
R-HSA-1480926,Endocrine,R-HSA-1480926,O2/CO2 exchange in erythrocytes,3/90,13/11009,0.00014241964920624092,0.0020650849134904933,0.0017090357904748913,CA1/HBA1/HBB,3,,
R-HSA-2168880,Endocrine,R-HSA-2168880,Scavenging of heme from plasma,3/90,13/11009,0.00014241964920624092,0.0020650849134904933,0.0017090357904748913,AMBP/HBA1/HBB,3,,
R-HSA-75205,Endocrine,R-HSA-75205,Dissolution of Fibrin Clot,3/90,13/11009,0.00014241964920624092,0.0020650849134904933,0.0017090357904748913,HRG/PLG/SERPINF2,3,,
R-HSA-8963899,Endocrine,R-HSA-8963899,Plasma lipoprotein remodeling,4/90,34/11009,0.00016058001708507309,0.002217533569270057,0.0018352001952579786,APOA4/APOC3/LCAT/LPA,4,,
R-HSA-975634,Endocrine,R-HSA-975634,Retinoid metabolism and transport,4/90,44/11009,0.00044166010340299913,0.005821883181221352,0.00481811021894181,APOA4/APOC3/RBP4/TTR,4,,
