,Hcluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,category,subcategory
GO:0031640,C2,GO:0031640,killing of cells of another organism,4/41,92/18870,4.6670425753583646e-05,0.002685883002118739,0.0020166536601943248,C5/C8A/C8B/C8G,4,,
GO:0141061,C2,GO:0141061,disruption of cell in another organism,4/41,92/18870,4.6670425753583646e-05,0.002685883002118739,0.0020166536601943248,C5/C8A/C8B/C8G,4,,
GO:0141060,C2,GO:0141060,disruption of anatomical structure in another organism,4/41,99/18870,6.219002135142849e-05,0.003408605455975914,0.002559298623033724,C5/C8A/C8B/C8G,4,,
GO:0051346,C2,GO:0051346,negative regulation of hydrolase activity,5/41,218/18870,0.00010498040638563578,0.005492383988630309,0.004123871466153444,FETUB/SERPINA10/SERPIND1/SERPINF2/THBS1,5,,
GO:0050878,C2,GO:0050878,regulation of body fluid levels,6/41,365/18870,0.00012756693868551294,0.006383893322914147,0.004793247444430486,ACTB/PROS1/SERPINA10/SERPIND1/SERPINF2/THBS1,6,,
GO:0045861,C2,GO:0045861,negative regulation of proteolysis,5/41,235/18870,0.00014923889327290876,0.006726713359466819,0.005050648560173999,FETUB/SERPINA10/SERPIND1/SERPINF2/THBS1,5,,
GO:0030195,C2,GO:0030195,negative regulation of blood coagulation,3/41,48/18870,0.0001538516465763047,0.006726713359466819,0.005050648560173999,PROS1/SERPINF2/THBS1,3,,
GO:0043277,C2,GO:0043277,apoptotic cell clearance,3/41,48/18870,0.0001538516465763047,0.006726713359466819,0.005050648560173999,C3/FCN2/THBS1,3,,
GO:0090130,C2,GO:0090130,tissue migration,6/41,380/18870,0.00015884949484401488,0.006726713359466819,0.005050648560173999,ACTA1/ACTA2/CDH5/GPLD1/NRP2/THBS1,6,,
GO:1900047,C2,GO:1900047,negative regulation of hemostasis,3/41,49/18870,0.00016363855261952297,0.006726713359466819,0.005050648560173999,PROS1/SERPINF2/THBS1,3,,
GO:0050819,C2,GO:0050819,negative regulation of coagulation,3/41,52/18870,0.0001954024100241084,0.007755454273715475,0.0058230627451830485,PROS1/SERPINF2/THBS1,3,,
GO:0001867,C2,GO:0001867,"complement activation, lectin pathway",2/41,11/18870,0.00025020662682112565,0.009599594249037188,0.007207706688426111,FCN2/MASP2,2,,
GO:0042060,C2,GO:0042060,wound healing,6/41,423/18870,0.0002832970637537871,0.010518545818729321,0.007897687244205745,ACTB/PROS1/SERPINA10/SERPIND1/SERPINF2/THBS1,6,,
GO:0051918,C2,GO:0051918,negative regulation of fibrinolysis,2/41,13/18870,0.00035386246653286836,0.012727990593104109,0.009556614638930426,SERPINF2/THBS1,2,,
GO:0052548,C2,GO:0052548,regulation of endopeptidase activity,5/41,288/18870,0.00038224398745427665,0.013332206956359768,0.01001028113875474,FETUB/SERPINA10/SERPIND1/SERPINF2/THBS1,5,,
GO:0098883,C2,GO:0098883,synapse pruning,2/41,14/18870,0.0004122714868836781,0.01395660239420922,0.010479098784256955,C1QB/C3,2,,
GO:0030193,C2,GO:0030193,regulation of blood coagulation,3/41,68/18870,0.0004325588027954909,0.014225005200503143,0.010680624875040541,PROS1/SERPINF2/THBS1,3,,
GO:1900046,C2,GO:1900046,regulation of hemostasis,3/41,70/18870,0.00047104854221440115,0.014777701695125272,0.011095608479306641,PROS1/SERPINF2/THBS1,3,,
GO:0010763,C2,GO:0010763,positive regulation of fibroblast migration,2/41,15/18870,0.0004750434080969896,0.014777701695125272,0.011095608479306641,ACTA2/THBS1,2,,
GO:0050818,C2,GO:0050818,regulation of coagulation,3/41,73/18870,0.0005327970439175573,0.016138142040766013,0.01211707404588129,PROS1/SERPINF2/THBS1,3,,
GO:0052547,C2,GO:0052547,regulation of peptidase activity,5/41,312/18870,0.0005504918935059959,0.016246568446805162,0.01219848433383057,FETUB/SERPINA10/SERPIND1/SERPINF2/THBS1,5,,
GO:0061045,C2,GO:0061045,negative regulation of wound healing,3/41,75/18870,0.0005767086546230779,0.016594791536779063,0.012459942248567024,PROS1/SERPINF2/THBS1,3,,
GO:0098974,C2,GO:0098974,postsynaptic actin cytoskeleton organization,2/41,17/18870,0.0006136027891751347,0.01722577586196537,0.012933707058094625,ACTB/ACTBL2,2,,
GO:0010755,C2,GO:0010755,regulation of plasminogen activation,2/41,18/18870,0.0006893538059215697,0.01845223792129597,0.013854577103099355,SERPINF2/THBS1,2,,
GO:0051917,C2,GO:0051917,regulation of fibrinolysis,2/41,18/18870,0.0006893538059215697,0.01845223792129597,0.013854577103099355,SERPINF2/THBS1,2,,
GO:0099188,C2,GO:0099188,postsynaptic cytoskeleton organization,2/41,20/18870,0.0008537077990532395,0.022332219925233605,0.016767801507720326,ACTB/ACTBL2,2,,
GO:0097006,C2,GO:0097006,regulation of plasma lipoprotein particle levels,3/41,91/18870,0.001012886153435087,0.02534838624760061,0.019032443284356944,APOB/GPLD1/LCAT,3,,
GO:0010866,C2,GO:0010866,regulation of triglyceride biosynthetic process,2/41,22/18870,0.0010350774575475488,0.02534838624760061,0.019032443284356944,C3/GPLD1,2,,
GO:0150105,C2,GO:0150105,protein localization to cell-cell junction,2/41,22/18870,0.0010350774575475488,0.02534838624760061,0.019032443284356944,ACTB/CDH5,2,,
GO:0071636,C2,GO:0071636,positive regulation of transforming growth factor beta production,2/41,23/18870,0.0011320982617696017,0.02714677290201691,0.020382734055106204,SERPINF2/THBS1,2,,
GO:1903035,C2,GO:1903035,negative regulation of response to wounding,3/41,97/18870,0.0012182482915919233,0.02861640374739395,0.021486183617550354,PROS1/SERPINF2/THBS1,3,,
GO:0010884,C2,GO:0010884,positive regulation of lipid storage,2/41,27/18870,0.0015620051151942096,0.032771293374983614,0.024605818154338602,APOB/C3,2,,
GO:0031639,C2,GO:0031639,plasminogen activation,2/41,27/18870,0.0015620051151942096,0.032771293374983614,0.024605818154338602,SERPINF2/THBS1,2,,
GO:0034377,C2,GO:0034377,plasma lipoprotein particle assembly,2/41,27/18870,0.0015620051151942096,0.032771293374983614,0.024605818154338602,APOB/LCAT,2,,
GO:0150146,C2,GO:0150146,cell junction disassembly,2/41,27/18870,0.0015620051151942096,0.032771293374983614,0.024605818154338602,C1QB/C3,2,,
GO:0006641,C2,GO:0006641,triglyceride metabolic process,3/41,106/18870,0.0015726219110044168,0.032771293374983614,0.024605818154338602,APOB/C3/GPLD1,3,,
GO:0002526,C2,GO:0002526,acute inflammatory response,3/41,107/18870,0.0016155573061113052,0.032771293374983614,0.024605818154338602,C3/ITIH4/SERPINF2,3,,
GO:0010758,C2,GO:0010758,regulation of macrophage chemotaxis,2/41,28/18870,0.0016798490956768317,0.032771293374983614,0.024605818154338602,C5/THBS1,2,,
GO:0019433,C2,GO:0019433,triglyceride catabolic process,2/41,28/18870,0.0016798490956768317,0.032771293374983614,0.024605818154338602,APOB/GPLD1,2,,
GO:0030194,C2,GO:0030194,positive regulation of blood coagulation,2/41,28/18870,0.0016798490956768317,0.032771293374983614,0.024605818154338602,SERPINF2/THBS1,2,,
GO:1900048,C2,GO:1900048,positive regulation of hemostasis,2/41,28/18870,0.0016798490956768317,0.032771293374983614,0.024605818154338602,SERPINF2/THBS1,2,,
GO:0030203,C2,GO:0030203,glycosaminoglycan metabolic process,3/41,112/18870,0.0018412627928905837,0.0336206129422757,0.0252435165993949,ITIH1/ITIH4/PGLYRP2,3,,
GO:0016485,C2,GO:0016485,protein processing,4/41,245/18870,0.0019259223431405026,0.0336206129422757,0.0252435165993949,C1R/C1RL/SERPINF2/THBS1,4,,
GO:0010575,C2,GO:0010575,positive regulation of vascular endothelial growth factor production,2/41,30/18870,0.00192785443457011,0.0336206129422757,0.0252435165993949,C3/C5,2,,
GO:0010955,C2,GO:0010955,negative regulation of protein processing,2/41,30/18870,0.00192785443457011,0.0336206129422757,0.0252435165993949,SERPINF2/THBS1,2,,
GO:0050820,C2,GO:0050820,positive regulation of coagulation,2/41,30/18870,0.00192785443457011,0.0336206129422757,0.0252435165993949,SERPINF2/THBS1,2,,
GO:0065005,C2,GO:0065005,protein-lipid complex assembly,2/41,30/18870,0.00192785443457011,0.0336206129422757,0.0252435165993949,APOB/LCAT,2,,
GO:1903318,C2,GO:1903318,negative regulation of protein maturation,2/41,30/18870,0.00192785443457011,0.0336206129422757,0.0252435165993949,SERPINF2/THBS1,2,,
GO:0006022,C2,GO:0006022,aminoglycan metabolic process,3/41,121/18870,0.002295239044291573,0.0388736670853919,0.029187690957160138,ITIH1/ITIH4/PGLYRP2,3,,
GO:0034368,C2,GO:0034368,protein-lipid complex remodeling,2/41,33/18870,0.0023303935959096797,0.0388736670853919,0.029187690957160138,APOB/LCAT,2,,
GO:0034369,C2,GO:0034369,plasma lipoprotein particle remodeling,2/41,33/18870,0.0023303935959096797,0.0388736670853919,0.029187690957160138,APOB/LCAT,2,,
GO:0030212,C2,GO:0030212,hyaluronan metabolic process,2/41,34/18870,0.002472645386406977,0.040657354853634725,0.030526945296844035,ITIH1/ITIH4,2,,
GO:0034367,C2,GO:0034367,protein-containing complex remodeling,2/41,35/18870,0.0026189043791855315,0.04186609639503537,0.031434510165370196,APOB/LCAT,2,,
GO:0070633,C2,GO:0070633,transepithelial transport,2/41,35/18870,0.0026189043791855315,0.04186609639503537,0.031434510165370196,ACTB/GPLD1,2,,
GO:0010595,C2,GO:0010595,positive regulation of endothelial cell migration,3/41,130/18870,0.002813151173038951,0.04435530137216209,0.033303491176135236,GPLD1/NRP2/THBS1,3,,
GO:0002504,C2,GO:0002504,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,2/41,37/18870,0.0029233751434011904,0.04489705164528968,0.033710255979498685,B2M/THBS1,2,,
GO:0061041,C2,GO:0061041,regulation of wound healing,3/41,133/18870,0.003000494991380288,0.04489705164528968,0.033710255979498685,PROS1/SERPINF2/THBS1,3,,
GO:0006639,C2,GO:0006639,acylglycerol metabolic process,3/41,134/18870,0.0030646096241978477,0.04489705164528968,0.033710255979498685,APOB/C3/GPLD1,3,,
GO:0035633,C2,GO:0035633,maintenance of blood-brain barrier,2/41,38/18870,0.0030815526324742704,0.04489705164528968,0.033710255979498685,ACTB/CDH5,2,,
GO:0046461,C2,GO:0046461,neutral lipid catabolic process,2/41,38/18870,0.0030815526324742704,0.04489705164528968,0.033710255979498685,APOB/GPLD1,2,,
GO:0046464,C2,GO:0046464,acylglycerol catabolic process,2/41,38/18870,0.0030815526324742704,0.04489705164528968,0.033710255979498685,APOB/GPLD1,2,,
GO:0006638,C2,GO:0006638,neutral lipid metabolic process,3/41,135/18870,0.003129563684519503,0.04502659751102434,0.03380752348671726,APOB/C3/GPLD1,3,,
GO:0010762,C2,GO:0010762,regulation of fibroblast migration,2/41,39/18870,0.0032436687588229185,0.046085692001583765,0.034602728184462264,ACTA2/THBS1,2,,
GO:0043542,C2,GO:0043542,endothelial cell migration,4/41,284/18870,0.0032832552077583566,0.046085692001583765,0.034602728184462264,CDH5/GPLD1/NRP2/THBS1,4,,
GO:0008203,C2,GO:0008203,cholesterol metabolic process,3/41,140/18870,0.0034670501911382157,0.04807921409638658,0.0360995333788773,APOB/APOF/LCAT,3,,
GO:0048246,C2,GO:0048246,macrophage chemotaxis,2/41,41/18870,0.003579648935229724,0.04850025870715976,0.03641566820483622,C5/THBS1,2,,
GO:0030100,C2,GO:0030100,regulation of endocytosis,4/41,291/18870,0.003581687219903197,0.04850025870715976,0.03641566820483622,ACTB/B2M/C3/FCN2,4,,
GO:0043086,C2,GO:0043086,negative regulation of catalytic activity,5/41,480/18870,0.0036743822412951353,0.048796381287522644,0.03663800725872796,FETUB/SERPINA10/SERPIND1/SERPINF2/THBS1,5,,
GO:0032102,C2,GO:0032102,negative regulation of response to external stimulus,5/41,481/18870,0.0037070897336755194,0.048796381287522644,0.03663800725872796,C5/CDH5/PROS1/SERPINF2/THBS1,5,,
GO:0071634,C2,GO:0071634,regulation of transforming growth factor beta production,2/41,42/18870,0.003753479121574232,0.048796381287522644,0.03663800725872796,SERPINF2/THBS1,2,,
GO:0050808,C2,GO:0050808,synapse organization,5/41,483/18870,0.0037731346086789883,0.048796381287522644,0.03663800725872796,ACTB/ACTBL2/C1QB/C3/NRP2,5,,
HALLMARK_COAGULATION,C3,HALLMARK_COAGULATION,HALLMARK_COAGULATION,3/10,138/4383,0.003115351771526567,0.04673027657289851,0.042631129505100396,ANG/CFI/F9,3,,
hsa04610,C3,hsa04610,Complement and coagulation cascades,4/10,88/8843,1.837213406378291e-06,5.5116402191348726e-05,5.0281630069300595e-05,C4BPB/CFI/F9/KNG1,4,Organismal Systems,Immune system
R-HSA-140837,C3,R-HSA-140837,Intrinsic Pathway of Fibrin Clot Formation,2/12,23/11009,0.00027209029240382685,0.036188008889708974,0.02234004506052473,F9/KNG1,2,,
GO:0042060,C3,GO:0042060,wound healing,5/15,423/18870,1.3790095713155306e-05,0.007294960632259157,0.004587021310902186,APCS/C4BPB/CD44/F9/KNG1,5,,
GO:0006959,C3,GO:0006959,humoral immune response,4/15,258/18870,4.1389506231989155e-05,0.01094752439836113,0.006883728404899249,ANG/C4BPB/CFI/PPBP,4,,
HALLMARK_COAGULATION,C4,HALLMARK_COAGULATION,HALLMARK_COAGULATION,18/40,138/4383,1.9049547953570628e-17,5.524368906535482e-16,5.013038935150165e-16,APOC1/APOC2/APOC3/CLU/CPB2/CPN1/DPP4/F11/F13B/F2/FN1/HRG/KLKB1/LAMP2/MST1/PLG/PROC/PROZ,18,,
HALLMARK_COMPLEMENT,C4,HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,12/40,200/4383,1.0625697223970511e-07,1.540726097475724e-06,1.3981180557855934e-06,APOA4/APOC1/C1QC/CDH13/CLU/DPP4/F2/F7/FN1/KLKB1/LAMP2/PLG,12,,
HALLMARK_XENOBIOTIC_METABOLISM,C4,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,7/40,200/4383,0.001913343480513447,0.01849565364496332,0.016783714741346028,F11/HGFAC/HRG/IGF1/PLG/SERPINA6/VTN,7,,
hsa04610,C4,hsa04610,Complement and coagulation cascades,16/47,88/8843,2.598702474935371e-21,2.3128452026924804e-19,2.0516072170542404e-19,C1QC/C4A/C4B/C6/CLU/CPB2/F11/F13A1/F13B/F2/F7/KLKB1/PLG/PROC/SERPINA5/VTN,16,Organismal Systems,Immune system
hsa04979,C4,hsa04979,Cholesterol metabolism,6/47,51/8843,2.437693879546306e-07,1.0847737763981063e-05,9.622475840314366e-06,APOA2/APOA4/APOC1/APOC2/APOC3/LPA,6,Organismal Systems,Digestive system
hsa05150,C4,hsa05150,Staphylococcus aureus infection,6/47,100/8843,1.3270988589731752e-05,0.00039370599482870867,0.0003492365418350461,C1QC/C4A/C4B/CAMP/KRT14/PLG,6,Human Diseases,Infectious disease: bacterial
hsa05171,C4,hsa05171,Coronavirus disease - COVID-19,7/47,238/8843,0.0002350280526780113,0.005229374172085752,0.004638711566013381,C1QC/C4A/C4B/C6/F13A1/F13B/F2,7,Human Diseases,Infectious disease: viral
R-HSA-977606,C4,R-HSA-977606,Regulation of Complement cascade,10/61,47/11009,5.564012211468322e-14,1.1239304667166011e-11,8.96098808794372e-12,C1QC/C4A/C4B/C6/CFP/CLU/CPB2/CPN1/F2/VTN,10,,
R-HSA-381426,C4,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),13/61,125/11009,1.1447873252655992e-13,1.1562351985182551e-11,9.218550566612457e-12,APOA2/APOL1/C4A/C4B/F2/FN1/IGF1/IGFALS/IGFBP3/ITIH2/PLG/PROC/QSOX1,13,,
R-HSA-166658,C4,R-HSA-166658,Complement cascade,10/61,58/11009,5.351800844119043e-13,3.603545901706822e-11,2.873072032106013e-11,C1QC/C4A/C4B/C6/CFP/CLU/CPB2/CPN1/F2/VTN,10,,
R-HSA-140877,C4,R-HSA-140877,Formation of Fibrin Clot (Clotting Cascade),8/61,39/11009,2.971271203242448e-11,1.5004919576374362e-09,1.1963276160423542e-09,F11/F13A1/F13B/F2/F7/KLKB1/PROC/SERPINA5,8,,
R-HSA-114608,C4,R-HSA-114608,Platelet degranulation,11/61,129/11009,9.453904270190143e-11,3.819377325156818e-09,3.045152322819141e-09,A1BG/CLEC3B/CLU/F13A1/FN1/HRG/IGF1/LAMP2/PLG/QSOX1/SELENOP,11,,
R-HSA-76005,C4,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,11/61,134/11009,1.430378032099297e-10,4.815606041400966e-09,3.839435770371798e-09,A1BG/CLEC3B/CLU/F13A1/FN1/HRG/IGF1/LAMP2/PLG/QSOX1/SELENOP,11,,
R-HSA-8963898,C4,R-HSA-8963898,Plasma lipoprotein assembly,6/61,19/11009,5.769924636165808e-10,1.6650353950078473e-08,1.3275164952381483e-08,APOA2/APOA4/APOC1/APOC2/APOC3/APOC4,6,,
R-HSA-8957275,C4,R-HSA-8957275,Post-translational protein phosphorylation,9/61,108/11009,6.81110445128324e-09,1.719803873949018e-07,1.3711828697978104e-07,APOA2/APOL1/C4A/C4B/FN1/IGFBP3/ITIH2/PROC/QSOX1,9,,
R-HSA-76002,C4,R-HSA-76002,"Platelet activation, signaling and aggregation",12/61,263/11009,1.6556204637605535e-08,3.715948151995909e-07,2.9626892509399383e-07,A1BG/CLEC3B/CLU/F13A1/F2/FN1/HRG/IGF1/LAMP2/PLG/QSOX1/SELENOP,12,,
R-HSA-140875,C4,R-HSA-140875,Common Pathway of Fibrin Clot Formation,5/61,22/11009,1.0825354631177743e-07,2.186721635497904e-06,1.743451851126521e-06,F13A1/F13B/F2/PROC/SERPINA5,5,,
R-HSA-140837,C4,R-HSA-140837,Intrinsic Pathway of Fibrin Clot Formation,5/61,23/11009,1.3773780877741195e-07,2.206175457308492e-06,1.758962193685249e-06,F11/F2/KLKB1/PROC/SERPINA5,5,,
R-HSA-174824,C4,R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance",7/61,75/11009,1.6647687820524688e-07,2.206175457308492e-06,1.758962193685249e-06,APOA2/APOA4/APOC1/APOC2/APOC3/APOC4/LPA,7,,
R-HSA-159740,C4,R-HSA-159740,Gamma-carboxylation of protein precursors,4/61,10/11009,1.7474657087592016e-07,2.206175457308492e-06,1.758962193685249e-06,F2/F7/PROC/PROZ,4,,
R-HSA-159782,C4,R-HSA-159782,Removal of aminoterminal propeptides from gamma-carboxylated proteins,4/61,10/11009,1.7474657087592016e-07,2.206175457308492e-06,1.758962193685249e-06,F2/F7/PROC/PROZ,4,,
R-HSA-8963888,C4,R-HSA-8963888,Chylomicron assembly,4/61,10/11009,1.7474657087592016e-07,2.206175457308492e-06,1.758962193685249e-06,APOA2/APOA4/APOC2/APOC3,4,,
R-HSA-8963901,C4,R-HSA-8963901,Chylomicron remodeling,4/61,10/11009,1.7474657087592016e-07,2.206175457308492e-06,1.758962193685249e-06,APOA2/APOA4/APOC2/APOC3,4,,
R-HSA-159854,C4,R-HSA-159854,"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",4/61,11/11009,2.734645930381041e-07,3.249402811393943e-06,2.5907171972030914e-06,F2/F7/PROC/PROZ,4,,
R-HSA-8963899,C4,R-HSA-8963899,Plasma lipoprotein remodeling,5/61,34/11009,1.0870362369145403e-06,1.2198962214263173e-05,9.726113698709046e-06,APOA2/APOA4/APOC2/APOC3/LPA,5,,
R-HSA-975634,C4,R-HSA-975634,Retinoid metabolism and transport,5/61,44/11009,4.066343346523088e-06,4.323165031566652e-05,3.4468173519004574e-05,APOA2/APOA4/APOC2/APOC3/TTR,5,,
R-HSA-6806667,C4,R-HSA-6806667,Metabolism of fat-soluble vitamins,5/61,48/11009,6.303518723778824e-06,6.366553911016612e-05,5.075991393358737e-05,APOA2/APOA4/APOC2/APOC3/TTR,5,,
R-HSA-166663,C4,R-HSA-166663,Initial triggering of complement,4/61,23/11009,6.981734799761542e-06,6.715763950246816e-05,5.3544131547043414e-05,C1QC/C4A/C4B/CFP,4,,
R-HSA-9651496,C4,R-HSA-9651496,Defects of contact activation system (CAS) and kallikrein/kinin system (KKS),3/61,16/11009,8.61118847493369e-05,0.0007562869877985241,0.0006029802456132059,F11/F2/KLKB1,3,,
R-HSA-9671793,C4,R-HSA-9671793,Diseases of hemostasis,3/61,16/11009,8.61118847493369e-05,0.0007562869877985241,0.0006029802456132059,F11/F2/KLKB1,3,,
R-HSA-2187338,C4,R-HSA-2187338,Visual phototransduction,5/61,104/11009,0.0002670621944030225,0.0022477734695587723,0.0017921278834939667,APOA2/APOA4/APOC2/APOC3/TTR,5,,
R-HSA-163841,C4,R-HSA-163841,"Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation",4/61,61/11009,0.0003516113899409904,0.0028410200307232023,0.002265117585725118,F2/F7/PROC/PROZ,4,,
R-HSA-196854,C4,R-HSA-196854,Metabolism of vitamins and cofactors,6/61,194/11009,0.0006878196648989125,0.005343829704214628,0.00426058334937383,APOA2/APOA4/APOC2/APOC3/BTD/TTR,6,,
R-HSA-9029569,C4,R-HSA-9029569,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,3/61,37/11009,0.001099869203860519,0.008228651080734254,0.006560623321273272,APOC1/APOC2/APOC4,3,,
R-HSA-6798695,C4,R-HSA-6798695,Neutrophil degranulation,9/61,480/11009,0.0012140028779910963,0.008758163619792909,0.00698279850874578,A1BG/CAMP/CFP/FUCA1/GDI2/LAMP2/PTPRJ/QSOX1/TTR,9,,
R-HSA-8964058,C4,R-HSA-8964058,HDL remodeling,2/61,10/11009,0.0013207363775703477,0.009199612009283112,0.00733476100792244,APOC2/APOC3,2,,
R-HSA-2980736,C4,R-HSA-2980736,Peptide hormone metabolism,4/61,89/11009,0.001465805266376833,0.009869755460270677,0.00786905985107563,BCHE/CPB2/DPP4/IGF1,4,,
R-HSA-9024446,C4,R-HSA-9024446,NR1H2 and NR1H3-mediated signaling,3/61,47/11009,0.00220683218090366,0.014297217280869317,0.011399032016534683,APOC1/APOC2/APOC4,3,,
R-HSA-75205,C4,R-HSA-75205,Dissolution of Fibrin Clot,2/61,13/11009,0.0022649057078604857,0.014297217280869317,0.011399032016534683,HRG/PLG,2,,
R-HSA-3000171,C4,R-HSA-3000171,Non-integrin membrane-ECM interactions,3/61,59/11009,0.004221060943277588,0.025838009410365844,0.020600393120302107,FN1/TTR/VTN,3,,
R-HSA-422085,C4,R-HSA-422085,"Synthesis, secretion, and deacylation of Ghrelin",2/61,19/11009,0.0048603957278773174,0.028051426772320517,0.02236512921399187,BCHE/IGF1,2,,
R-HSA-8963889,C4,R-HSA-8963889,Assembly of active LPL and LIPC lipase complexes,2/61,19/11009,0.0048603957278773174,0.028051426772320517,0.02236512921399187,APOA4/APOC2,2,,
R-HSA-1474244,C4,R-HSA-1474244,Extracellular matrix organization,6/61,300/11009,0.00615016812836843,0.03450927672028952,0.02751391004796403,COL6A1/FN1/KLKB1/PLG/TTR/VTN,6,,
R-HSA-1474228,C4,R-HSA-1474228,Degradation of the extracellular matrix,4/61,140/11009,0.0074657739250611945,0.040759090077361115,0.03249682533525926,COL6A1/FN1/KLKB1/PLG,4,,
R-HSA-3000178,C4,R-HSA-3000178,ECM proteoglycans,3/61,76/11009,0.008541103613344406,0.04540270868146237,0.03619913719783086,COL6A1/FN1/VTN,3,,
R-HSA-6806834,C4,R-HSA-6806834,Signaling by MET,3/61,79/11009,0.009495942102650534,0.04897049613292183,0.03904369936600855,FN1/HGFAC/PTPRJ,3,,
R-HSA-3000170,C4,R-HSA-3000170,Syndecan interactions,2/61,27/11009,0.009697127947113233,0.04897049613292183,0.03904369936600855,FN1/VTN,2,,
GO:0051917,C4,GO:0051917,regulation of fibrinolysis,7/68,18/18870,1.771132372403466e-13,2.729314985873741e-10,2.0545135519880207e-10,CPB2/F11/F2/HRG/KLKB1/PLG/VTN,7,,
GO:0007596,C4,GO:0007596,blood coagulation,13/68,224/18870,1.155893576077503e-12,6.589355029032452e-10,4.960189379414435e-10,CPB2/F11/F13A1/F13B/F2/F7/HGFAC/HRG/KLKB1/PLG/PROC/PROZ/VTN,13,,
GO:0050817,C4,GO:0050817,coagulation,13/68,229/18870,1.5312646933993537e-12,6.589355029032452e-10,4.960189379414435e-10,CPB2/F11/F13A1/F13B/F2/F7/HGFAC/HRG/KLKB1/PLG/PROC/PROZ/VTN,13,,
GO:0007599,C4,GO:0007599,hemostasis,13/68,231/18870,1.710410130832564e-12,6.589355029032452e-10,4.960189379414435e-10,CPB2/F11/F13A1/F13B/F2/F7/HGFAC/HRG/KLKB1/PLG/PROC/PROZ/VTN,13,,
GO:0030193,C4,GO:0030193,regulation of blood coagulation,9/68,68/18870,2.464372781578357e-12,7.595196912824496e-10,5.717344853261788e-10,CPB2/F11/F2/F7/HRG/KLKB1/PLG/PROC/VTN,9,,
GO:1900046,C4,GO:1900046,regulation of hemostasis,9/68,70/18870,3.233857115220487e-12,8.30562302425795e-10,6.252123756092942e-10,CPB2/F11/F2/F7/HRG/KLKB1/PLG/PROC/VTN,9,,
GO:0050818,C4,GO:0050818,regulation of coagulation,9/68,73/18870,4.7867937406788314e-12,9.28026950943652e-10,6.985796645649814e-10,CPB2/F11/F2/F7/HRG/KLKB1/PLG/PROC/VTN,9,,
GO:0042730,C4,GO:0042730,fibrinolysis,7/68,27/18870,4.81779079010332e-12,9.28026950943652e-10,6.985796645649814e-10,CPB2/F11/F2/HRG/KLKB1/PLG/VTN,7,,
GO:0030195,C4,GO:0030195,negative regulation of blood coagulation,8/68,48/18870,6.255972202658334e-12,1.0711614626996104e-09,8.063253061204075e-10,CPB2/F11/F2/HRG/KLKB1/PLG/PROC/VTN,8,,
GO:1900047,C4,GO:1900047,negative regulation of hemostasis,8/68,49/18870,7.455499050841015e-12,1.1488924037346004e-09,8.648378898975579e-10,CPB2/F11/F2/HRG/KLKB1/PLG/PROC/VTN,8,,
GO:0050819,C4,GO:0050819,negative regulation of coagulation,8/68,52/18870,1.2335557823761722e-11,1.7280995096742558e-09,1.3008406432330542e-09,CPB2/F11/F2/HRG/KLKB1/PLG/PROC/VTN,8,,
GO:0042060,C4,GO:0042060,wound healing,15/68,423/18870,2.126210627900884e-11,2.7304088146627184e-09,2.0553369403041883e-09,CPB2/F11/F13A1/F13B/F2/F7/FN1/HGFAC/HRG/IGF1/KLKB1/PLG/PROC/PROZ/VTN,15,,
GO:1903035,C4,GO:1903035,negative regulation of response to wounding,9/68,97/18870,6.584969265610223e-11,7.805721260234886e-09,5.875818729313738e-09,CPB2/F11/F2/HRG/KLKB1/NEO1/PLG/PROC/VTN,9,,
GO:0061045,C4,GO:0061045,negative regulation of wound healing,8/68,75/18870,2.591018272448749e-10,2.851970827031087e-08,2.146843711457535e-08,CPB2/F11/F2/HRG/KLKB1/PLG/PROC/VTN,8,,
GO:0050878,C4,GO:0050878,regulation of body fluid levels,13/68,365/18870,5.152611598596996e-10,5.293449648958647e-08,3.98468630291501e-08,CPB2/F11/F13A1/F13B/F2/F7/HGFAC/HRG/KLKB1/PLG/PROC/PROZ/VTN,13,,
GO:1903034,C4,GO:1903034,regulation of response to wounding,10/68,173/18870,5.937803340335675e-10,5.295371326017634e-08,3.986132860597311e-08,CPB2/F11/F2/F7/HRG/KLKB1/NEO1/PLG/PROC/VTN,10,,
GO:0030194,C4,GO:0030194,positive regulation of blood coagulation,6/68,28/18870,6.185378576788929e-10,5.295371326017634e-08,3.986132860597311e-08,CPB2/F2/F7/HRG/PLG/VTN,6,,
GO:1900048,C4,GO:1900048,positive regulation of hemostasis,6/68,28/18870,6.185378576788929e-10,5.295371326017634e-08,3.986132860597311e-08,CPB2/F2/F7/HRG/PLG/VTN,6,,
