Protein cluster,,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,category,subcategory
3,GO:0003012,GO:0003012,muscle system process,4/20,452/18870,0.0011604569537023725,0.018692283546559753,0.011087766845091496,ACTA1/ACTA2/FLNA/TPM2,4,,
3,GO:0061028,GO:0061028,establishment of endothelial barrier,2/20,49/18870,0.00121813695264984,0.019035662528722127,0.011291450150249892,MSN/VCL,2,,
3,GO:0098927,GO:0098927,vesicle-mediated transport between endosomal compartments,2/20,49/18870,0.00121813695264984,0.019035662528722127,0.011291450150249892,FLNA/MSN,2,,
3,GO:0044788,GO:0044788,modulation by host of viral process,2/20,50/18870,0.0012680871756883697,0.019462487355893156,0.011544631317525724,CFL1/HSPA8,2,,
3,GO:0071674,GO:0071674,mononuclear cell migration,3/20,207/18870,0.0012923472953635575,0.019462487355893156,0.011544631317525724,CALR/MSN/THBS1,3,,
3,GO:1901654,GO:1901654,response to ketone,3/20,208/18870,0.0013103742894685663,0.019462487355893156,0.011544631317525724,CALR/MSN/THBS1,3,,
3,GO:0006935,GO:0006935,chemotaxis,4/20,468/18870,0.0013198057328256104,0.019462487355893156,0.011544631317525724,CALR/PPBP/THBS1/TMSB4X,4,,
3,GO:0042330,GO:0042330,taxis,4/20,470/18870,0.0013407519129149123,0.01949676740030435,0.011564965330698805,CALR/PPBP/THBS1/TMSB4X,4,,
3,GO:0045216,GO:0045216,cell-cell junction organization,3/20,214/18870,0.001421882274237488,0.020121589987916272,0.011935593518192933,ACTB/FLNA/VCL,3,,
3,GO:2001238,GO:2001238,positive regulation of extrinsic apoptotic signaling pathway,2/20,53/18870,0.0014237540880950956,0.020121589987916272,0.011935593518192933,PDIA3/THBS1,2,,
3,GO:0045785,GO:0045785,positive regulation of cell adhesion,4/20,482/18870,0.0014713739045362512,0.020121589987916272,0.011935593518192933,ACTB/CALR/FLNA/P4HB,4,,
3,GO:0010761,GO:0010761,fibroblast migration,2/20,54/18870,0.0014775754652164034,0.020121589987916272,0.011935593518192933,ACTA2/THBS1,2,,
3,GO:0050821,GO:0050821,protein stabilization,3/20,217/18870,0.0014798112980607,0.020121589987916272,0.011935593518192933,CALR/FLNA/PFN1,3,,
3,GO:0034332,GO:0034332,adherens junction organization,2/20,57/18870,0.0016448102542289808,0.021798940964275225,0.012930553630847419,ACTB/VCL,2,,
3,GO:0072132,GO:0072132,mesenchyme morphogenesis,2/20,57/18870,0.0016448102542289808,0.021798940964275225,0.012930553630847419,ACTA1/ACTA2,2,,
3,GO:0002685,GO:0002685,regulation of leukocyte migration,3/20,230/18870,0.001747991661926752,0.0228762503448276,0.013569584983107912,CALR/MSN/THBS1,3,,
3,GO:0010594,GO:0010594,regulation of endothelial cell migration,3/20,231/18870,0.0017697958719494133,0.0228762503448276,0.013569584983107912,CALR/THBS1/TMSB4X,3,,
3,GO:0050920,GO:0050920,regulation of chemotaxis,3/20,232/18870,0.0017917704511886295,0.02287784954139628,0.013570533584098734,CALR/THBS1/TMSB4X,3,,
3,GO:0032233,GO:0032233,positive regulation of actin filament bundle assembly,2/20,61/18870,0.0018811842766575325,0.023447618305481387,0.013908505303608322,FLNA/PFN1,2,,
3,GO:1903670,GO:1903670,regulation of sprouting angiogenesis,2/20,61/18870,0.0018811842766575325,0.023447618305481387,0.013908505303608322,PKM/THBS1,2,,
3,GO:0051651,GO:0051651,maintenance of location in cell,3/20,237/18870,0.0019042161973621568,0.023455463042802098,0.01391315859372969,CALR/FLNA/TMSB4X,3,,
3,GO:0030595,GO:0030595,leukocyte chemotaxis,3/20,240/18870,0.001973759567459543,0.023855868801854425,0.014150668670481183,CALR/PPBP/THBS1,3,,
3,GO:0051893,GO:0051893,regulation of focal adhesion assembly,2/20,63/18870,0.002005077798054622,0.023855868801854425,0.014150668670481183,THBS1/VCL,2,,
3,GO:0090109,GO:0090109,regulation of cell-substrate junction assembly,2/20,63/18870,0.002005077798054622,0.023855868801854425,0.014150668670481183,THBS1/VCL,2,,
3,GO:0001885,GO:0001885,endothelial cell development,2/20,64/18870,0.0020684446160736674,0.024062905700323663,0.014273477467642851,MSN/VCL,2,,
3,GO:0043462,GO:0043462,regulation of ATP-dependent activity,2/20,64/18870,0.0020684446160736674,0.024062905700323663,0.014273477467642851,PFN1/TPM2,2,,
3,GO:0030837,GO:0030837,negative regulation of actin filament polymerization,2/20,66/18870,0.0021980090096320637,0.025289180583349127,0.015000871205123395,PFN1/TMSB4X,2,,
3,GO:0048857,GO:0048857,neural nucleus development,2/20,67/18870,0.0022642028500163085,0.025767612869207337,0.015284664548165013,ACTB/YWHAQ,2,,
3,GO:0034394,GO:0034394,protein localization to cell surface,2/20,68/18870,0.002331335300301006,0.025967107015054825,0.015402999184519525,FLNA/VCL,2,,
3,GO:0150116,GO:0150116,regulation of cell-substrate junction organization,2/20,68/18870,0.002331335300301006,0.025967107015054825,0.015402999184519525,THBS1/VCL,2,,
3,GO:0048002,GO:0048002,antigen processing and presentation of peptide antigen,2/20,71/18870,0.0025383457115093966,0.027975241683687768,0.01659417141042154,CALR/PDIA3,2,,
3,GO:0110053,GO:0110053,regulation of actin filament organization,3/20,273/18870,0.0028453203693302215,0.03103177527800773,0.01840722607351788,FLNA/PFN1/TMSB4X,3,,
3,GO:0043536,GO:0043536,positive regulation of blood vessel endothelial cell migration,2/20,76/18870,0.0029019620527087316,0.031323239888515896,0.018580115150278367,THBS1/TMSB4X,2,,
3,GO:1903036,GO:1903036,positive regulation of response to wounding,2/20,77/18870,0.002977458544727391,0.0318101948605059,0.018868963924695604,FLNA/THBS1,2,,
3,GO:0043542,GO:0043542,endothelial cell migration,3/20,284/18870,0.0031809636814043073,0.03360306039749313,0.019932444211050067,CALR/THBS1/TMSB4X,3,,
3,GO:0032272,GO:0032272,negative regulation of protein polymerization,2/20,80/18870,0.003209461356016536,0.03360306039749313,0.019932444211050067,PFN1/TMSB4X,2,,
3,GO:0048041,GO:0048041,focal adhesion assembly,2/20,85/18870,0.0036144006480826967,0.03746809384695627,0.0222250795452714,THBS1/VCL,2,,
3,GO:0051851,GO:0051851,modulation by host of symbiont process,2/20,87/18870,0.0037827275881145276,0.03882858612505795,0.023032087481811882,CFL1/HSPA8,2,,
3,GO:0030901,GO:0030901,midbrain development,2/20,91/18870,0.00413018941745357,0.04198357592304745,0.024903543753680184,ACTB/YWHAQ,2,,
3,GO:0001738,GO:0001738,morphogenesis of a polarized epithelium,2/20,92/18870,0.004219295986853499,0.042476950944573204,0.025196200731210164,ACTB/MSN,2,,
3,GO:0045185,GO:0045185,maintenance of protein location,2/20,93/18870,0.004309295395946148,0.04296983123386302,0.02548856424669902,FLNA/TMSB4X,2,,
3,GO:0007044,GO:0007044,cell-substrate junction assembly,2/20,95/18870,0.004491965542825396,0.04427287621912001,0.026261495972734934,THBS1/VCL,2,,
3,GO:0044403,GO:0044403,biological process involved in symbiotic interaction,3/20,322/18870,0.004524544179031366,0.04427287621912001,0.026261495972734934,CFL1/HSPA8/P4HB,3,,
3,GO:0002690,GO:0002690,positive regulation of leukocyte chemotaxis,2/20,96/18870,0.004584632691620306,0.04444546692709686,0.026363872203274668,CALR/THBS1,2,,
3,GO:0060485,GO:0060485,mesenchyme development,3/20,327/18870,0.0047233156817482955,0.04536983044761895,0.026912180127778795,ACTA1/ACTA2/FLNA,3,,
3,GO:0032956,GO:0032956,regulation of actin cytoskeleton organization,3/20,337/18870,0.005136662292054119,0.048663541068751,0.028865921912796553,FLNA/PFN1/TMSB4X,3,,
3,GO:0150115,GO:0150115,cell-substrate junction organization,2/20,102/18870,0.005159171975770164,0.048663541068751,0.028865921912796553,THBS1/VCL,2,,
3,GO:0099175,GO:0099175,regulation of postsynapse organization,2/20,103/18870,0.005258001288368912,0.04915292275823439,0.02915621015166972,CFL1/HSPA8,2,,
4,HALLMARK_COAGULATION,HALLMARK_COAGULATION,HALLMARK_COAGULATION,7/30,138/4383,2.924147583502501e-05,0.0009064857508857754,0.0006771710193374214,C1QA/CFD/CFH/F11/GP1BA/LAMP2/MST1,7,,
4,HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,6/30,200/4383,0.0019828299501700388,0.0307338642276356,0.02295908363354782,C1QA/C1QC/CFH/GP1BA/HSPA5/LAMP2,6,,
4,hsa04610,hsa04610,Complement and coagulation cascades,9/37,88/8843,6.24564172369494e-11,5.3087954651407e-09,4.602051796406799e-09,C1QA/C1QB/C1QC/C6/CFD/CFH/F11/PROCR/VTN,9,Organismal Systems,Immune system
4,hsa05150,hsa05150,Staphylococcus aureus infection,6/37,100/8843,3.1478659712125785e-06,0.00013378430377653457,0.00011597400946572657,C1QA/C1QB/C1QC/CFD/CFH/FCGR3A,6,Human Diseases,Infectious disease: bacterial
4,hsa05322,hsa05322,Systemic lupus erythematosus,5/37,139/8843,0.00025967237774849824,0.00735738403620745,0.006377918049963115,C1QA/C1QB/C1QC/C6/FCGR3A,5,Human Diseases,Immune disease
4,hsa04512,hsa04512,ECM-receptor interaction,4/37,89/8843,0.0004913186872498816,0.010440522104059984,0.009050607396708345,GP1BA/HSPG2/SPP1/VTN,4,Environmental Information Processing,Signaling molecules and interaction
4,hsa05171,hsa05171,Coronavirus disease - COVID-19,5/37,238/8843,0.0029205904885453164,0.0351453163355585,0.03046652809274421,C1QA/C1QB/C1QC/C6/CFD,5,Human Diseases,Infectious disease: viral
4,hsa04936,hsa04936,Alcoholic liver disease,4/37,144/8843,0.0029344900348031184,0.0351453163355585,0.03046652809274421,C1QA/C1QB/C1QC/CAMKK2,4,Human Diseases,Endocrine and metabolic disease
4,hsa04918,hsa04918,Thyroid hormone synthesis,3/37,75/8843,0.0037016816148243217,0.0351453163355585,0.03046652809274421,GPX3/HSPA5/SERPINA7,3,Organismal Systems,Endocrine system
4,hsa04514,hsa04514,Cell adhesion molecules,4/37,157/8843,0.004003260820880347,0.0351453163355585,0.03046652809274421,ALCAM/CADM1/ICAM2/SELL,4,Environmental Information Processing,Signaling molecules and interaction
4,hsa04614,hsa04614,Renin-angiotensin system,2/37,23/8843,0.004077861385441067,0.0351453163355585,0.03046652809274421,AGT/ANPEP,2,Organismal Systems,Endocrine system
4,hsa05133,hsa05133,Pertussis,3/37,78/8843,0.004134743098301,0.0351453163355585,0.03046652809274421,C1QA/C1QB/C1QC,3,Human Diseases,Infectious disease: bacterial
4,hsa05020,hsa05020,Prion disease,5/37,278/8843,0.005662071119959864,0.043752367745144405,0.03792774912891775,C1QA/C1QB/C1QC/C6/HSPA5,5,Human Diseases,Neurodegenerative disease
4,R-HSA-166658,R-HSA-166658,Complement cascade,9/46,58/11009,1.5496249343382134e-12,2.7118436350918737e-10,2.2673459565580176e-10,C1QA/C1QB/C1QC/C6/CFD/CFH/FCN2/FCN3/VTN,9,,
4,R-HSA-166663,R-HSA-166663,Initial triggering of complement,6/46,23/11009,3.631436297268858e-10,3.1775067601102506e-08,2.6566823437914276e-08,C1QA/C1QB/C1QC/CFD/FCN2/FCN3,6,,
4,R-HSA-166786,R-HSA-166786,Creation of C4 and C2 activators,5/46,14/11009,1.9820089272335075e-09,1.1561718742195461e-07,9.666640031068685e-08,C1QA/C1QB/C1QC/FCN2/FCN3,5,,
4,R-HSA-6798695,R-HSA-6798695,Neutrophil degranulation,14/46,480/11009,4.936468040847232e-09,2.159704767870664e-07,1.805708046520435e-07,A1BG/ALDOA/ANPEP/B2M/BST1/CD93/CFD/FUCA1/GGH/KRT1/LAMP2/LYZ/PTPRJ/SELL,14,,
4,R-HSA-977606,R-HSA-977606,Regulation of Complement cascade,6/46,47/11009,3.583844737406161e-08,1.2543456580921564e-06,1.0487461442093818e-06,C1QA/C1QB/C1QC/C6/CFH/VTN,6,,
4,R-HSA-114608,R-HSA-114608,Platelet degranulation,5/46,129/11009,0.00019062480804489626,0.005559890234642808,0.004648569880393084,A1BG/ALDOA/CFD/HSPA5/LAMP2,5,,
4,R-HSA-76005,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,5/46,134/11009,0.00022766780529959833,0.005691695132489958,0.004758770667164537,A1BG/ALDOA/CFD/HSPA5/LAMP2,5,,
4,R-HSA-216083,R-HSA-216083,Integrin cell surface interactions,4/46,85/11009,0.00042187678581404975,0.009228554689682339,0.007715904372125384,HSPG2/ICAM2/SPP1/VTN,4,,
4,R-HSA-140877,R-HSA-140877,Formation of Fibrin Clot (Clotting Cascade),3/46,39/11009,0.0005615872404850907,0.010919751898321207,0.009129897827769311,F11/GP1BA/PROCR,3,,
4,R-HSA-76002,R-HSA-76002,"Platelet activation, signaling and aggregation",6/46,263/11009,0.0007374361691424686,0.012905132959993201,0.010789855527452962,A1BG/ALDOA/CFD/GP1BA/HSPA5/LAMP2,6,,
4,R-HSA-977225,R-HSA-977225,Amyloid fiber formation,4/46,110/11009,0.001114809614728934,0.01773560750705122,0.01482856808108343,APCS/B2M/HSPG2/LYZ,4,,
4,R-HSA-9651496,R-HSA-9651496,Defects of contact activation system (CAS) and kallikrein/kinin system (KKS),2/46,16/11009,0.0019746881649737005,0.026582340682338276,0.022225235217112903,F11/GP1BA,2,,
4,R-HSA-9671793,R-HSA-9671793,Diseases of hemostasis,2/46,16/11009,0.0019746881649737005,0.026582340682338276,0.022225235217112903,F11/GP1BA,2,,
4,R-HSA-198933,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,4/46,133/11009,0.0022432739412196153,0.028040924265245192,0.02344474269394936,B2M/FCGR3A/ICAM2/SELL,4,,
4,R-HSA-2022377,R-HSA-2022377,Metabolism of Angiotensinogen to Angiotensins,2/46,18/11009,0.002504377927443998,0.02921774248684664,0.02442866890629584,AGT/ANPEP,2,,
4,R-HSA-140837,R-HSA-140837,Intrinsic Pathway of Fibrin Clot Formation,2/46,23/11009,0.004086602038179785,0.0446972097925914,0.03737090021756514,F11/GP1BA,2,,
4,GO:0006956,GO:0006956,complement activation,10/56,67/18870,4.943818311138608e-15,5.8485370620769734e-12,4.610761077546113e-12,C1QA/C1QB/C1QC/C6/CD5L/CFD/CFH/FCN2/FCN3/KRT1,10,,
4,GO:0006959,GO:0006959,humoral immune response,13/56,258/18870,4.832665399360435e-13,2.858521583721697e-10,2.2535481809649186e-10,BST1/C1QA/C1QB/C1QC/C6/CD5L/CFD/CFH/FCN2/FCN3/HPX/KRT1/LYZ,13,,
4,GO:1903035,GO:1903035,negative regulation of response to wounding,6/56,97/18870,4.163500375889046e-07,0.00013252655797591116,0.00010447882757187996,APCS/F11/GP1BA/KRT1/SPP1/VTN,6,,
4,GO:0050819,GO:0050819,negative regulation of coagulation,5/56,52/18870,4.4810332367171987e-07,0.00013252655797591116,0.00010447882757187996,F11/GP1BA/KRT1/PROCR/VTN,5,,
4,GO:0002455,GO:0002455,humoral immune response mediated by circulating immunoglobulin,5/56,55/18870,5.957547074689643e-07,0.00014095556378715697,0.00011112393069842157,C1QA/C1QB/C1QC/C6/HPX,5,,
4,GO:0042730,GO:0042730,fibrinolysis,4/56,27/18870,1.1601386450530023e-06,0.0002287406695162836,0.0001803303227222737,F11/GP1BA/KRT1/VTN,4,,
4,GO:0050818,GO:0050818,regulation of coagulation,5/56,73/18870,2.4700875778738958e-06,0.0004174448006606884,0.0003290973825558303,F11/GP1BA/KRT1/PROCR/VTN,5,,
4,GO:0061045,GO:0061045,negative regulation of wound healing,5/56,75/18870,2.8255431714264183e-06,0.0004178271964746816,0.00032939884866892193,APCS/F11/GP1BA/KRT1/VTN,5,,
4,GO:0001867,GO:0001867,"complement activation, lectin pathway",3/56,11/18870,4.016581827889483e-06,0.0004915270881218782,0.0003875010010908789,FCN2/FCN3/KRT1,3,,
4,GO:0001906,GO:0001906,cell killing,7/56,223/18870,4.154920440590687e-06,0.0004915270881218782,0.0003875010010908789,B2M/C6/CADM1/CD5L/CFH/FCGR3A/LYZ,7,,
4,GO:0006958,GO:0006958,"complement activation, classical pathway",4/56,42/18870,7.15846743164783e-06,0.0007698606337853984,0.000606928434874639,C1QA/C1QB/C1QC/C6,4,,
4,GO:0098883,GO:0098883,synapse pruning,3/56,14/18870,8.80498505912715e-06,0.0008680247770789515,0.0006843172598584786,C1QA/C1QB/C1QC,3,,
4,GO:1903034,GO:1903034,regulation of response to wounding,6/56,173/18870,1.2091068096869989e-05,0.0009685556269640546,0.000763571905049742,APCS/F11/GP1BA/KRT1/SPP1/VTN,6,,
4,GO:0002449,GO:0002449,lymphocyte mediated immunity,8/56,368/18870,1.2168364051877488e-05,0.0009685556269640546,0.000763571905049742,B2M/C1QA/C1QB/C1QC/C6/CADM1/FCGR3A/HPX,8,,
4,GO:0030195,GO:0030195,negative regulation of blood coagulation,4/56,48/18870,1.2280925109434337e-05,0.0009685556269640546,0.000763571905049742,F11/GP1BA/KRT1/VTN,4,,
4,GO:1900047,GO:1900047,negative regulation of hemostasis,4/56,49/18870,1.3343139948762854e-05,0.0009865584099616536,0.0007777646049081507,F11/GP1BA/KRT1/VTN,4,,
4,GO:0002697,GO:0002697,regulation of immune effector process,8/56,389/18870,1.8158197970146577e-05,0.0012635969528637296,0.0009961711084551003,B2M/CADM1/CD5L/CFH/FCN2/FCN3/HPX/PTPRJ,8,,
4,GO:0016064,GO:0016064,immunoglobulin mediated immune response,6/56,205/18870,3.155864057534302e-05,0.002074103988923933,0.0016351435994008136,C1QA/C1QB/C1QC/C6/FCGR3A/HPX,6,,
4,GO:0019724,GO:0019724,B cell mediated immunity,6/56,208/18870,3.423581759247858e-05,0.002131630116415903,0.0016804949798856527,C1QA/C1QB/C1QC/C6/FCGR3A/HPX,6,,
4,GO:0061041,GO:0061041,regulation of wound healing,5/56,133/18870,4.6177724920677884e-05,0.0027314124290580967,0.002153340225248453,APCS/F11/GP1BA/KRT1/VTN,5,,
4,GO:0030193,GO:0030193,regulation of blood coagulation,4/56,68/18870,4.918580533184321e-05,0.0027708003670271677,0.0021843921565921345,F11/GP1BA/KRT1/VTN,4,,
4,GO:1900046,GO:1900046,regulation of hemostasis,4/56,70/18870,5.513386326126225e-05,0.002964698192639693,0.0023372537248554236,F11/GP1BA/KRT1/VTN,4,,
4,GO:0002443,GO:0002443,leukocyte mediated immunity,8/56,466/18870,6.539462110111508e-05,0.003257695285122488,0.002568241333468456,B2M/C1QA/C1QB/C1QC/C6/CADM1/FCGR3A/HPX,8,,
4,GO:0045123,GO:0045123,cellular extravasation,4/56,74/18870,6.858216669367414e-05,0.003257695285122488,0.002568241333468456,BST1/GP1BA/LYVE1/SELL,4,,
4,GO:0150146,GO:0150146,cell junction disassembly,3/56,27/18870,6.884394093665443e-05,0.003257695285122488,0.002568241333468456,C1QA/C1QB/C1QC,3,,
4,GO:0008037,GO:0008037,cell recognition,5/56,154/18870,9.26444340552217e-05,0.004185086979623097,0.003299361181604364,ALDOA/CADM1/FCN2/FCN3/ROBO4,5,,
4,GO:0045807,GO:0045807,positive regulation of endocytosis,5/56,155/18870,9.551762337263197e-05,0.004185086979623097,0.003299361181604364,B2M/FCN2/FCN3/PTPRJ/VTN,5,,
4,GO:0002460,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,7/56,380/18870,0.00012605454370891007,0.00532580447170145,0.004198658861883245,B2M/C1QA/C1QB/C1QC/C6/FCGR3A/HPX,7,,
4,GO:0002699,GO:0002699,positive regulation of immune effector process,6/56,270/18870,0.00014468023809542782,0.005901955919547969,0.004652874444738623,B2M/CADM1/FCN2/FCN3/HPX/PTPRJ,6,,
4,GO:0098742,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,6/56,279/18870,0.0001728870150916031,0.006817511295112215,0.0053746629954793115,ALCAM/CADM1/DSG2/ROBO4/SELL/SPARCL1,6,,
4,GO:0002691,GO:0002691,regulation of cellular extravasation,3/56,41/18870,0.00024361985434216804,0.009296847989896283,0.007329276432840777,BST1/GP1BA/LYVE1,3,,
4,GO:0031341,GO:0031341,regulation of cell killing,4/56,111/18870,0.00032909290327331163,0.012166153267885239,0.00959132606250507,B2M/CADM1/CD5L/CFH,4,,
4,GO:0002920,GO:0002920,regulation of humoral immune response,3/56,47/18870,0.0003659308255665403,0.013118065655915672,0.01034177707980717,CD5L/CFH/HPX,3,,
4,GO:0097278,GO:0097278,complement-dependent cytotoxicity,2/56,11/18870,0.0004676638351476434,0.015807037627990347,0.01246165888543796,CD5L/CFH,2,,
4,GO:1903027,GO:1903027,regulation of opsonization,2/56,11/18870,0.0004676638351476434,0.015807037627990347,0.01246165888543796,FCN2/FCN3,2,,
4,GO:0043086,GO:0043086,negative regulation of catalytic activity,7/56,480/18870,0.0005208532585320073,0.01638103837253549,0.012914178936749962,AGT/APCS/HEG1/PTPRJ/SERPINA7/SERPINF1/VTN,7,,
4,GO:0007157,GO:0007157,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,3/56,53/18870,0.0005220476298722283,0.01638103837253549,0.012914178936749962,ALCAM/CADM1/SELL,3,,
4,GO:0007596,GO:0007596,blood coagulation,5/56,224/18870,0.0005261872004702862,0.01638103837253549,0.012914178936749962,F11/GP1BA/KRT1/PROCR/VTN,5,,
4,GO:0050817,GO:0050817,coagulation,5/56,229/18870,0.0005816139617657593,0.01745565102928093,0.013761362114110344,F11/GP1BA/KRT1/PROCR/VTN,5,,
4,GO:0007599,GO:0007599,hemostasis,5/56,231/18870,0.0006049718446327288,0.01745565102928093,0.013761362114110344,F11/GP1BA/KRT1/PROCR/VTN,5,,
4,GO:0050730,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,5/56,231/18870,0.0006049718446327288,0.01745565102928093,0.013761362114110344,AGT/BST1/HPX/PTPRJ/VTN,5,,
4,GO:0050878,GO:0050878,regulation of body fluid levels,6/56,365/18870,0.0007222106154997469,0.02034226566990954,0.0160370577777638,F11/GP1BA/HEG1/KRT1/PROCR/VTN,6,,
4,GO:0008228,GO:0008228,opsonization,2/56,17/18870,0.001143259786690654,0.03145293785244288,0.024796283256007825,FCN2/FCN3,2,,
4,GO:1901184,GO:1901184,regulation of ERBB signaling pathway,3/56,70/18870,0.001177163563390753,0.03164964762480138,0.02495136165464611,AGT/CADM1/PTPRJ,3,,
4,GO:0050766,GO:0050766,positive regulation of phagocytosis,3/56,72/18870,0.0012771746571371737,0.03231152141680195,0.025473157427847597,FCN2/FCN3/PTPRJ,3,,
4,GO:0006957,GO:0006957,"complement activation, alternative pathway",2/56,18/18870,0.0012837206310986403,0.03231152141680195,0.025473157427847597,CFD/CFH,2,,
4,GO:0051917,GO:0051917,regulation of fibrinolysis,2/56,18/18870,0.0012837206310986403,0.03231152141680195,0.025473157427847597,F11/VTN,2,,
4,GO:0018108,GO:0018108,peptidyl-tyrosine phosphorylation,5/56,276/18870,0.0013412569331362903,0.03305639483125482,0.026060386902604243,AGT/BST1/HPX/PTPRJ/VTN,5,,
4,GO:0018212,GO:0018212,peptidyl-tyrosine modification,5/56,278/18870,0.0013847112822130399,0.03343088667057196,0.026355621826869034,AGT/BST1/HPX/PTPRJ/VTN,5,,
4,GO:0031343,GO:0031343,positive regulation of cell killing,3/56,76/18870,0.001492898956772954,0.03532198931724809,0.027846494225280783,B2M/CADM1/CD5L,3,,
4,GO:0042060,GO:0042060,wound healing,6/56,423/18870,0.0015426942216401481,0.03532577703014446,0.027849480312059433,APCS/F11/GP1BA/KRT1/PROCR/VTN,6,,
4,GO:0050731,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,4/56,168/18870,0.0015527814079184378,0.03532577703014446,0.027849480312059433,AGT/HPX/PTPRJ/VTN,4,,
4,GO:0030100,GO:0030100,regulation of endocytosis,5/56,291/18870,0.0016930160173367305,0.037789395254893436,0.029791701913810188,B2M/FCN2/FCN3/PTPRJ/VTN,5,,
4,GO:0001895,GO:0001895,retina homeostasis,3/56,83/18870,0.0019228206246977102,0.04063326704058037,0.03203370075895734,B2M/KRT1/LYZ,3,,
4,GO:0030449,GO:0030449,regulation of complement activation,2/56,22/18870,0.001923468262275994,0.04063326704058037,0.03203370075895734,CD5L/CFH,2,,
4,GO:2000831,GO:2000831,regulation of steroid hormone secretion,2/56,22/18870,0.001923468262275994,0.04063326704058037,0.03203370075895734,AGT/SPP1,2,,
4,GO:0043171,GO:0043171,peptide catabolic process,2/56,23/18870,0.002102652351430649,0.04288685744383548,0.033810344525726954,ANPEP/DPEP2,2,,
4,GO:0046597,GO:0046597,negative regulation of viral entry into host cell,2/56,23/18870,0.002102652351430649,0.04288685744383548,0.033810344525726954,APCS/FCN3,2,,
4,GO:0019932,GO:0019932,second-messenger-mediated signaling,5/56,310/18870,0.002230784565749945,0.044729121038681104,0.035262714099098154,AGT/BST1/CAMKK2/FCGR3A/PTPRJ,5,,
4,GO:0046716,GO:0046716,muscle cell cellular homeostasis,2/56,24/18870,0.0022894444415923775,0.045140212906729704,0.035586803074576255,ALDOA/LAMP2,2,,
4,GO:0051262,GO:0051262,protein tetramerization,3/56,90/18870,0.0024228120028702295,0.04698666556386035,0.03704247514310653,ALDOA/B2M/KRT1,3,,
5,HALLMARK_COAGULATION,HALLMARK_COAGULATION,HALLMARK_COAGULATION,7/23,138/4383,4.2366059323870756e-06,9.744193644490273e-05,8.919170383972791e-05,F10/F12/F13B/HRG/KLKB1/PLG/SERPINC1,7,,
5,HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,5/23,200/4383,0.003229627437819225,0.024760477023280728,0.022664052195222634,APOA4/F10/KLKB1/PLG/SERPINC1,5,,
5,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,5/23,200/4383,0.003229627437819225,0.024760477023280728,0.022664052195222634,F10/HGFAC/HRG/PLG/RBP4,5,,
5,hsa04610,hsa04610,Complement and coagulation cascades,7/20,88/8843,5.295142680876841e-10,1.4826399506455155e-08,1.170505224193828e-08,F10/F12/F13A1/F13B/KLKB1/PLG/SERPINC1,7,Organismal Systems,Immune system
5,hsa04977,hsa04977,Vitamin digestion and absorption,2/20,26/8843,0.0015288815419645294,0.02140434158750341,0.016898164411186904,APOA4/BTD,2,Organismal Systems,Digestive system
5,hsa04514,hsa04514,Cell adhesion molecules,3/20,157/8843,0.005013503076369371,0.04058803659837398,0.03204318678818999,CNTN1/ICOSLG/NCAM1,3,Environmental Information Processing,Signaling molecules and interaction
5,hsa04979,hsa04979,Cholesterol metabolism,2/20,51/8843,0.005798290942624854,0.04058803659837398,0.03204318678818999,APOA2/APOA4,2,Organismal Systems,Digestive system
5,R-HSA-140877,R-HSA-140877,Formation of Fibrin Clot (Clotting Cascade),6/28,39/11009,4.703764081764845e-10,4.750801722582493e-08,2.9212850613065877e-08,F10/F12/F13A1/F13B/KLKB1/SERPINC1,6,,
5,R-HSA-140875,R-HSA-140875,Common Pathway of Fibrin Clot Formation,4/28,22/11009,2.372706136615891e-07,9.652946848061458e-06,5.9356317252279935e-06,F10/F13A1/F13B/SERPINC1,4,,
5,R-HSA-140837,R-HSA-140837,Intrinsic Pathway of Fibrin Clot Formation,4/28,23/11009,2.86721193506776e-07,9.652946848061458e-06,5.9356317252279935e-06,F10/F12/KLKB1/SERPINC1,4,,
5,R-HSA-114608,R-HSA-114608,Platelet degranulation,6/28,129/11009,7.023972743201944e-07,1.773553117658491e-05,1.0905641890760913e-05,CLEC3B/ECM1/F13A1/HRG/PLG/SELENOP,6,,
5,R-HSA-76005,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,6/28,134/11009,8.787538319405922e-07,1.7750827405199962e-05,1.0915047596735775e-05,CLEC3B/ECM1/F13A1/HRG/PLG/SELENOP,6,,
